0.421963 0
265.038 1
265.694 0
293.122 1
293.248 0
397.628 1
398.108 0
739.955 1
740.092 0
750.451 1
751.832 0
841.929 1
842.094 0
1196.74 1
1196.77 0
1206.71 1
1207.25 0
1239.88 1
1240 0
1442.13 1
1442.41 0
1813.22 1
1813.69 0
1893.83 1
1894.34 0
2008.48 1
2010.63 0
2069.71 1
2071.91 0
2338.62 1
2338.85 0
2397.91 1
2399.41 0
2400.38 1
2400.45 0
2419.57 1
2420.14 0
2600.69 1
2600.76 0
2741.67 1
2742.21 0
2920.21 1
2921.56 0
2927.73 1
2928.41 0
2929.04 1
2929.3 0
2994.92 1
2995.74 0
3091.6 1
3092.12 0
3117.99 1
3119.01 0
3144.75 1
3144.77 0
3245.44 1
3245.86 0
3320.62 1
3321.57 0
3620.36 1
3620.56 0
3633.94 1
3634.43 0
3664.36 1
3665.82 0
3733.85 1
3734.42 0
4073.8 1
4074.74 0
4098.56 1
4100.44 0
4147.65 1
4147.7 0
4218.88 1
4219.62 0
4325.25 1
4326.18 0
4386.32 1
4386.4 0
4387.56 1
4387.98 0
4427.02 1
4427.99 0
4588.34 1
4588.82 0
4641.48 1
4642.1 0
4683.41 1
4684.07 0
4910.37 1
4910.56 0
5093.55 1
5093.8 0
5104.93 1
5105.21 0
5111.79 1
5111.82 0
5130.37 1
5130.87 0
5179.98 1
5180.66 0
5273.35 1
5273.36 0
5422.36 1
5422.39 0
5453.9 1
5456.29 0
5654.12 1
5654.21 0
5835.23 1
5836.04 0
5927.83 1
5928 0
5974.47 1
5974.99 0
5980.28 1
5981.43 0
6000.68 1
6000.71 0
6170.59 1
6170.61 0
6190.36 1
6190.56 0
6196.82 1
6197.51 0
6211.13 1
6211.32 0
6454.08 1
6455.34 0
6476.41 1
6477.93 0
6542.69 1
6543.1 0
6596.61 1
6596.72 0
6889.21 1
6889.91 0
6895.92 1
6896.25 0
6955.52 1
6957.17 0
7178.63 1
7180.15 0
7369.04 1
7369.28 0
7441.49 1
7442.37 0
7529.87 1
7532.97 0
7662.89 1
7662.94 0
7714.15 1
7714.52 0
7718.34 1
7718.6 0
7945.76 1
7946.21 0
7979.73 1
7979.99 0
8008.83 1
8010.23 0
8179.12 1
8179.36 0
8429.4 1
8429.53 0
8461.28 1
8463.31 0
8568.13 1
8570.68 0
8714.53 1
8714.94 0
8763.34 1
8764.03 0
8857.28 1
8857.56 0
8858.59 1
8859.25 0
8944.6 1
8944.72 0
9110.16 1
9111.73 0
9129.44 1
9130.8 0
9192.75 1
9193.89 0
9362.57 1
9362.58 0
9431.55 1
9433.32 0
9537.27 1
9537.84 0
9542.28 1
9542.87 0
9584.81 1
9585.75 0
9591.32 1
9591.5 0
9707.88 1
9708.06 0
9788.17 1
9788.67 0
9888.4 1
9888.48 0
9946.26 1
9946.44 0
