0.0121065 2
0.100115 3
0.20988 2
0.497472 1
0.609037 2
0.751663 3
0.769928 4
0.800294 5
0.855082 4
0.919338 3
0.978863 2
1.15687 3
1.27429 2
1.28529 3
1.42838 4
1.68184 3
1.6877 4
1.6911 3
1.73714 2
1.76796 3
1.85552 4
1.91769 3
1.98455 4
2.04049 3
2.05673 4
2.05995 5
2.06278 6
2.09833 5
2.09962 6
2.11126 5
2.20307 6
2.33576 7
2.37965 8
2.44505 7
2.55257 8
2.56699 9
2.59999 8
2.71997 9
2.72806 10
2.79244 11
2.82194 10
2.94625 9
2.9866 8
3.0396 9
3.04073 10
3.05486 11
3.08085 10
3.11947 9
3.17142 8
3.29307 7
3.4924 6
3.51629 7
3.52479 8
3.56356 7
3.58939 6
3.63009 7
3.68069 6
3.7233 5
3.73011 6
3.88863 7
3.89815 8
3.91978 7
3.96567 6
3.97887 7
3.98546 6
4.02398 5
4.10712 6
4.24424 7
4.29502 6
4.37124 7
4.40618 6
4.4519 7
4.59375 8
4.6634 7
4.66728 8
4.67744 7
4.79873 6
4.82048 7
4.82552 6
5.03451 7
5.05685 8
5.07534 9
5.1276 10
5.24692 9
5.34338 8
5.35407 9
5.35687 8
5.50785 7
5.64747 6
5.64891 5
5.65319 6
5.65747 7
5.78352 6
5.78678 7
5.80753 6
5.91902 7
5.94528 8
6.04142 9
6.07514 8
6.08116 9
6.11897 10
6.27583 11
6.28478 12
6.32588 13
6.40944 12
6.42622 11
6.44099 10
6.44451 11
6.49932 10
6.56299 9
6.68417 8
6.74935 9
6.80094 8
6.80253 7
6.82968 8
6.88036 7
7.03576 8
7.09446 7
7.10976 8
7.16754 9
7.2168 8
7.23607 9
7.41035 8
7.45187 9
7.50538 10
7.61279 11
7.62606 10
7.77783 9
7.85896 8
7.97239 7
8.02013 8
8.06469 7
8.06474 8
8.12746 7
8.21091 8
8.22914 7
8.30177 6
8.30387 5
8.31364 6
8.36715 7
8.54464 6
8.62587 7
8.65066 6
8.68226 7
8.75926 8
8.79049 7
8.81398 8
8.82666 7
8.84146 8
8.84648 7
8.9404 6
8.95128 7
8.96522 8
9.01743 7
9.0736 6
9.15211 7
9.16036 8
9.22654 7
9.23119 8
9.43644 7
9.50995 8
9.56661 9
9.6853 8
9.8172 7
9.82554 6
9.91368 7
9.99111 6
10.0194 5
10.1353 6
10.1695 7
10.3166 6
10.3916 7
10.5824 8
10.6216 7
10.6974 8
10.7365 9
10.7391 8
10.7696 9
10.7895 10
10.8471 9
10.8845 10
10.8936 11
10.9165 12
11.0811 11
11.09 12
11.1039 11
11.1561 10
11.2403 11
11.2651 12
11.2719 11
11.3527 10
11.3874 9
11.5237 10
11.5245 11
11.5283 12
11.5294 11
11.6698 10
11.7679 9
11.8504 8
11.8783 9
11.8897 8
11.8914 7
11.9002 8
11.9933 9
12.2707 10
12.3027 9
12.4454 8
12.4586 9
12.5074 10
12.5252 11
12.5523 10
12.6717 11
12.7572 10
12.7886 9
12.8784 8
13.0349 7
13.0904 6
13.0948 7
13.1521 8
13.1744 7
13.2757 6
13.2955 7
13.3002 8
13.4875 7
13.6257 6
13.6701 5
13.7485 6
13.7857 5
13.9248 4
13.9555 3
13.9614 4
13.9685 5
13.9743 6
14.001 5
14.0246 6
14.0266 7
14.119 8
14.1509 9
14.172 8
14.2855 7
14.2903 8
14.4833 9
14.5869 8
14.6782 9
14.7318 8
14.7591 7
14.7718 6
14.7765 5
14.7768 4
14.7845 3
14.9103 4
14.9572 5
15.0115 6
15.0915 7
15.1084 8
15.1727 9
15.1984 8
15.203 9
15.2305 10
15.2661 9
15.2713 10
15.3231 9
15.3364 10
15.4054 9
15.4105 8
15.432 9
15.5029 10
15.5561 11
15.5684 10
15.6763 9
15.6969 8
15.7635 7
15.792 6
15.7981 5
15.8464 6
15.8907 5
16.0909 6
16.2072 7
16.2197 8
16.3609 9
16.3819 8
16.422 9
16.4473 10
16.4476 11
16.4835 10
16.5335 11
16.5554 10
16.7253 11
16.7531 12
16.7552 11
16.843 10
16.882 9
16.8872 10
16.8943 11
17.0142 10
17.0581 9
17.0596 8
17.0942 9
17.1649 8
17.2588 7
17.2966 8
17.4691 7
17.5088 8
17.5887 9
17.5963 8
17.6364 7
17.7222 6
17.7239 7
17.8211 6
17.9539 5
17.979 6
17.9938 5
18.0654 6
18.1099 5
18.1281 6
18.1366 5
18.1941 6
18.2206 7
18.2289 6
18.5387 7
18.6456 6
18.6607 5
18.6959 6
18.8815 5
19.0418 6
19.0451 7
19.0489 8
19.0614 7
19.0682 8
19.0963 7
19.1344 8
19.1647 7
19.2097 8
19.2687 7
19.2715 6
19.4113 7
19.4495 6
19.7231 7
19.7395 8
19.8129 9
19.8409 8
20.0021 7
20.0146 6
20.0832 7
20.1114 8
20.152 9
20.1777 8
20.2078 9
20.2807 10
20.3051 11
20.306 10
20.3615 9
20.3705 8
20.4165 7
20.4679 8
20.4829 9
20.5025 10
20.5198 9
20.5324 10
20.5573 9
20.565 10
20.5887 11
20.5984 12
20.6143 11
20.6147 12
20.6151 11
20.6261 12
20.7408 13
20.7452 12
20.7818 13
20.8321 12
20.8469 13
20.8776 14
20.9156 13
20.9449 14
20.9493 13
20.9688 12
21 13
21.0024 14
21.1388 13
21.3085 12
21.3799 11
21.3853 10
21.4575 9
21.4937 8
21.6318 7
21.6588 8
21.7052 9
21.7516 8
21.771 7
21.8621 8
21.8995 9
21.9018 10
21.9821 11
21.9888 12
22.0104 13
22.0516 12
22.0974 11
22.099 12
22.1111 13
22.1845 12
22.2619 13
22.3513 12
22.4301 13
22.493 14
22.5154 13
22.5653 14
22.7005 15
22.7005 14
22.7299 13
22.7542 12
22.7717 11
22.8085 12
22.8511 13
22.944 12
22.9515 11
22.9877 10
23.0672 9
23.1739 8
23.1795 9
23.3379 10
23.3382 11
23.4576 12
23.4649 13
23.4834 12
23.4871 13
23.5483 12
23.6509 13
23.7042 12
23.7154 11
23.7233 12
23.8477 13
24.1358 14
24.1559 15
24.1876 14
24.2015 15
24.2147 16
24.2486 17
24.2775 16
24.3311 15
24.4393 14
24.4725 13
24.5523 12
24.6926 11
24.6981 12
24.8361 13
24.8391 14
25.0005 15
25.0286 16
25.0786 15
25.1815 16
25.2607 15
25.2941 14
25.3059 15
25.4043 16
25.4885 15
25.5765 14
25.6486 13
25.6587 12
25.6739 13
25.842 12
25.9433 11
25.9784 10
26.002 9
26.0755 10
26.0902 11
26.1218 12
26.3517 11
26.5581 12
26.6109 13
26.612 12
26.7235 13
26.7675 12
26.7874 13
26.7982 12
26.8154 13
26.8273 14
26.8355 13
26.8357 12
26.8751 13
26.9509 12
26.9559 11
27.0477 10
27.1524 11
27.2714 12
27.2856 13
27.2973 12
27.3037 11
27.3452 10
27.4553 9
27.4706 8
27.4768 9
27.4893 8
27.6571 9
27.8406 8
27.8422 9
28.0011 8
28.0283 7
28.0649 8
28.0848 9
28.144 8
28.1525 9
